model,threshold,precision,recall,f1
Baseline,0.745,0.4957,0.5998,0.5428
Baseline,0.745,0.4961,0.5998,0.5431
Baseline,0.745,0.4966,0.5998,0.5433
Baseline,0.746,0.4961,0.5988,0.5426
Baseline,0.746,0.4957,0.5977,0.5419
Baseline,0.746,0.4953,0.5967,0.5413
Baseline,0.746,0.4948,0.5956,0.5406
Baseline,0.746,0.4952,0.5956,0.5408
Baseline,0.746,0.4948,0.5946,0.5401
Baseline,0.746,0.4952,0.5946,0.5404
Baseline,0.747,0.4957,0.5946,0.5406
Baseline,0.747,0.4952,0.5936,0.54
Baseline,0.747,0.4957,0.5936,0.5402
Baseline,0.747,0.4961,0.5936,0.5405
Baseline,0.747,0.4957,0.5925,0.5398
Baseline,0.747,0.4952,0.5915,0.5391
Baseline,0.747,0.4948,0.5904,0.5384
Baseline,0.747,0.4952,0.5904,0.5386
Baseline,0.748,0.4948,0.5894,0.538
Baseline,0.748,0.4943,0.5884,0.5373
Baseline,0.748,0.4939,0.5873,0.5366
Baseline,0.748,0.4934,0.5863,0.5359
Baseline,0.748,0.493,0.5852,0.5352
Baseline,0.748,0.4926,0.5842,0.5345
Baseline,0.748,0.4921,0.5832,0.5338
Baseline,0.748,0.4917,0.5821,0.5331
Baseline,0.748,0.4912,0.5811,0.5324
Baseline,0.748,0.4916,0.5811,0.5326
Baseline,0.749,0.4921,0.5811,0.5329
Baseline,0.749,0.4916,0.58,0.5322
Baseline,0.749,0.4921,0.58,0.5324
Baseline,0.749,0.4925,0.58,0.5327
Baseline,0.749,0.492,0.579,0.532
Baseline,0.749,0.4916,0.578,0.5313
Baseline,0.749,0.4912,0.5769,0.5306
Baseline,0.749,0.4916,0.5769,0.5308
Baseline,0.749,0.4911,0.5759,0.5301
Baseline,0.749,0.4907,0.5748,0.5294
Baseline,0.749,0.4902,0.5738,0.5287
Baseline,0.75,0.4898,0.5728,0.528
Baseline,0.75,0.4893,0.5717,0.5273
Baseline,0.75,0.4898,0.5717,0.5276
Baseline,0.75,0.4893,0.5707,0.5269
Baseline,0.75,0.4897,0.5707,0.5271
Baseline,0.75,0.4902,0.5707,0.5274
Baseline,0.75,0.4897,0.5696,0.5267
Baseline,0.75,0.4902,0.5696,0.5269
Baseline,0.75,0.4906,0.5696,0.5272
Baseline,0.75,0.491,0.5696,0.5274
Baseline,0.75,0.4906,0.5686,0.5267
Baseline,0.75,0.4901,0.5676,0.526
Baseline,0.751,0.4906,0.5676,0.5263
Baseline,0.751,0.491,0.5676,0.5265
Baseline,0.751,0.4905,0.5665,0.5258
Baseline,0.751,0.491,0.5665,0.5261
Baseline,0.751,0.4905,0.5655,0.5254
Baseline,0.751,0.491,0.5655,0.5256
Baseline,0.751,0.4914,0.5655,0.5259
Baseline,0.751,0.4919,0.5655,0.5261
Baseline,0.751,0.4914,0.5644,0.5254
Baseline,0.751,0.4918,0.5644,0.5257
Baseline,0.751,0.4923,0.5644,0.5259
Baseline,0.751,0.4918,0.5634,0.5252
Baseline,0.752,0.4914,0.5624,0.5245
Baseline,0.752,0.4918,0.5624,0.5247
Baseline,0.752,0.4914,0.5613,0.524
Baseline,0.752,0.4909,0.5603,0.5233
Baseline,0.752,0.4913,0.5603,0.5236
Baseline,0.752,0.4918,0.5603,0.5238
Baseline,0.752,0.4922,0.5603,0.5241
Baseline,0.752,0.4918,0.5593,0.5233
Baseline,0.752,0.4922,0.5593,0.5236
Baseline,0.753,0.4918,0.5582,0.5229
Baseline,0.753,0.4913,0.5572,0.5222
Baseline,0.753,0.4908,0.5561,0.5214
Baseline,0.753,0.4904,0.5551,0.5207
Baseline,0.753,0.4899,0.5541,0.52
Baseline,0.753,0.4894,0.553,0.5193
Baseline,0.753,0.489,0.552,0.5186
Baseline,0.753,0.4885,0.5509,0.5178
Baseline,0.753,0.488,0.5499,0.5171
Baseline,0.754,0.4885,0.5499,0.5174
Baseline,0.754,0.488,0.5489,0.5166
Baseline,0.754,0.4875,0.5478,0.5159
Baseline,0.754,0.487,0.5468,0.5152
Baseline,0.754,0.4866,0.5457,0.5145
Baseline,0.754,0.4861,0.5447,0.5137
Baseline,0.754,0.4856,0.5437,0.513
Baseline,0.755,0.4851,0.5426,0.5123
Baseline,0.755,0.4856,0.5426,0.5125
Baseline,0.755,0.4851,0.5416,0.5118
Baseline,0.755,0.4856,0.5416,0.512
Baseline,0.755,0.486,0.5416,0.5123
Baseline,0.755,0.4865,0.5416,0.5125
Baseline,0.755,0.486,0.5405,0.5118
Baseline,0.755,0.4855,0.5395,0.5111
Baseline,0.755,0.485,0.5385,0.5103
Baseline,0.755,0.4855,0.5385,0.5106
Baseline,0.755,0.485,0.5374,0.5099
Baseline,0.755,0.4845,0.5364,0.5091
Baseline,0.756,0.485,0.5364,0.5094
Baseline,0.756,0.4845,0.5353,0.5086
Baseline,0.756,0.4849,0.5353,0.5089
Baseline,0.756,0.4844,0.5343,0.5082
Baseline,0.756,0.484,0.5333,0.5074
Baseline,0.756,0.4835,0.5322,0.5067
Baseline,0.756,0.483,0.5312,0.5059
Baseline,0.757,0.4825,0.5301,0.5052
Baseline,0.757,0.482,0.5291,0.5045
Baseline,0.757,0.4815,0.5281,0.5037
Baseline,0.758,0.481,0.527,0.503
Baseline,0.758,0.4805,0.526,0.5022
Baseline,0.758,0.481,0.526,0.5025
Baseline,0.758,0.4814,0.526,0.5027
Baseline,0.758,0.4819,0.526,0.503
Baseline,0.758,0.4814,0.5249,0.5022
Baseline,0.758,0.4809,0.5239,0.5015
Baseline,0.758,0.4804,0.5229,0.5007
Baseline,0.758,0.4799,0.5218,0.5
Baseline,0.758,0.4794,0.5208,0.4993
Baseline,0.759,0.4799,0.5208,0.4995
Baseline,0.759,0.4803,0.5208,0.4998
Baseline,0.759,0.4798,0.5198,0.499
Baseline,0.759,0.4803,0.5198,0.4993
Baseline,0.759,0.4798,0.5187,0.4985
Baseline,0.759,0.4803,0.5187,0.4988
Baseline,0.759,0.4798,0.5177,0.498
Baseline,0.759,0.4802,0.5177,0.4982
Baseline,0.76,0.4807,0.5177,0.4985
Baseline,0.76,0.4812,0.5177,0.4987
Baseline,0.76,0.4807,0.5166,0.498
Baseline,0.76,0.4802,0.5156,0.4972
Baseline,0.76,0.4797,0.5146,0.4965
Baseline,0.76,0.4801,0.5146,0.4967
Baseline,0.76,0.4806,0.5146,0.497
Baseline,0.761,0.481,0.5146,0.4972
Baseline,0.761,0.4805,0.5135,0.4965
Baseline,0.761,0.48,0.5125,0.4957
Baseline,0.761,0.4795,0.5114,0.495
Baseline,0.761,0.48,0.5114,0.4952
Baseline,0.761,0.4795,0.5104,0.4945
Baseline,0.761,0.48,0.5104,0.4947
Baseline,0.761,0.4804,0.5104,0.495
Baseline,0.761,0.4799,0.5094,0.4942
Baseline,0.761,0.4804,0.5094,0.4945
Baseline,0.761,0.4809,0.5094,0.4947
Baseline,0.762,0.4804,0.5083,0.4939
Baseline,0.762,0.4798,0.5073,0.4932
Baseline,0.762,0.4803,0.5073,0.4934
Baseline,0.762,0.4798,0.5062,0.4927
Baseline,0.762,0.4803,0.5062,0.4929
Baseline,0.762,0.4808,0.5062,0.4932
Baseline,0.762,0.4802,0.5052,0.4924
Baseline,0.762,0.4807,0.5052,0.4927
Baseline,0.763,0.4802,0.5042,0.4919
Baseline,0.763,0.4797,0.5031,0.4911
Baseline,0.763,0.4792,0.5021,0.4904
Baseline,0.763,0.4786,0.501,0.4896
Baseline,0.763,0.4791,0.501,0.4898
Baseline,0.763,0.4786,0.5,0.4891
Baseline,0.763,0.4781,0.499,0.4883
Baseline,0.763,0.4786,0.499,0.4885
Baseline,0.763,0.478,0.4979,0.4878
Baseline,0.763,0.4775,0.4969,0.487
Baseline,0.763,0.477,0.4958,0.4862
Baseline,0.763,0.4765,0.4948,0.4855
Baseline,0.763,0.477,0.4948,0.4857
Baseline,0.763,0.4774,0.4948,0.486
Baseline,0.763,0.4769,0.4938,0.4852
Baseline,0.764,0.4774,0.4938,0.4854
Baseline,0.764,0.4769,0.4927,0.4847
Baseline,0.764,0.4763,0.4917,0.4839
Baseline,0.764,0.4768,0.4917,0.4841
Baseline,0.764,0.4773,0.4917,0.4844
Baseline,0.764,0.4778,0.4917,0.4846
Baseline,0.764,0.4772,0.4906,0.4839
Baseline,0.764,0.4767,0.4896,0.4831
Baseline,0.765,0.4762,0.4886,0.4823
Baseline,0.765,0.4767,0.4886,0.4825
Baseline,0.765,0.4761,0.4875,0.4818
Baseline,0.765,0.4766,0.4875,0.482
Baseline,0.765,0.4761,0.4865,0.4812
Baseline,0.765,0.4766,0.4865,0.4815
Baseline,0.765,0.4771,0.4865,0.4817
Baseline,0.765,0.4776,0.4865,0.482
Baseline,0.766,0.477,0.4854,0.4812
Baseline,0.766,0.4775,0.4854,0.4814
Baseline,0.766,0.477,0.4844,0.4807
Baseline,0.767,0.4764,0.4834,0.4799
Baseline,0.767,0.4759,0.4823,0.4791
Baseline,0.767,0.4754,0.4813,0.4783
Baseline,0.767,0.4748,0.4802,0.4775
Baseline,0.767,0.4743,0.4792,0.4767
Baseline,0.767,0.4737,0.4782,0.4759
Baseline,0.767,0.4732,0.4771,0.4752
Baseline,0.768,0.4727,0.4761,0.4744
Baseline,0.768,0.4731,0.4761,0.4746
Baseline,0.768,0.4726,0.4751,0.4738
Baseline,0.768,0.472,0.474,0.473
Baseline,0.768,0.4725,0.474,0.4733
Baseline,0.768,0.472,0.473,0.4725
Baseline,0.768,0.4714,0.4719,0.4717
Baseline,0.768,0.4719,0.4719,0.4719
Baseline,0.769,0.4714,0.4709,0.4711
Baseline,0.769,0.4719,0.4709,0.4714
Baseline,0.769,0.4724,0.4709,0.4716
Baseline,0.769,0.4718,0.4699,0.4708
Baseline,0.769,0.4713,0.4688,0.47
Baseline,0.769,0.4718,0.4688,0.4703
Baseline,0.769,0.4723,0.4688,0.4705
Baseline,0.769,0.4717,0.4678,0.4697
Baseline,0.769,0.4722,0.4678,0.47
Baseline,0.769,0.4727,0.4678,0.4702
Baseline,0.769,0.4721,0.4667,0.4694
Baseline,0.769,0.4726,0.4667,0.4697
Baseline,0.769,0.4731,0.4667,0.4699
Baseline,0.77,0.4726,0.4657,0.4691
Baseline,0.77,0.4731,0.4657,0.4694
Baseline,0.77,0.4736,0.4657,0.4696
Baseline,0.77,0.473,0.4647,0.4688
Baseline,0.77,0.4735,0.4647,0.469
Baseline,0.77,0.473,0.4636,0.4682
Baseline,0.77,0.4735,0.4636,0.4685
Baseline,0.77,0.474,0.4636,0.4687
Baseline,0.77,0.4734,0.4626,0.4679
Baseline,0.77,0.4728,0.4615,0.4671
Baseline,0.771,0.4723,0.4605,0.4663
Baseline,0.771,0.4717,0.4595,0.4655
Baseline,0.771,0.4722,0.4595,0.4658
Baseline,0.771,0.4717,0.4584,0.4649
Baseline,0.771,0.4722,0.4584,0.4652
Baseline,0.771,0.4727,0.4584,0.4654
Baseline,0.771,0.4721,0.4574,0.4646
Baseline,0.771,0.4715,0.4563,0.4638
Baseline,0.772,0.471,0.4553,0.463
Baseline,0.772,0.4704,0.4543,0.4622
Baseline,0.772,0.4709,0.4543,0.4624
Baseline,0.772,0.4703,0.4532,0.4616
Baseline,0.772,0.4698,0.4522,0.4608
Baseline,0.772,0.4692,0.4511,0.46
Baseline,0.772,0.4686,0.4501,0.4592
Baseline,0.772,0.4691,0.4501,0.4594
Baseline,0.772,0.4685,0.4491,0.4586
Baseline,0.772,0.4691,0.4491,0.4588
Baseline,0.772,0.4685,0.448,0.458
Baseline,0.772,0.4679,0.447,0.4572
Baseline,0.772,0.4673,0.4459,0.4564
Baseline,0.772,0.4678,0.4459,0.4566
Baseline,0.772,0.4683,0.4459,0.4569
Baseline,0.773,0.4678,0.4449,0.456
Baseline,0.773,0.4683,0.4449,0.4563
Baseline,0.773,0.4677,0.4439,0.4555
Baseline,0.773,0.4682,0.4439,0.4557
Baseline,0.773,0.4676,0.4428,0.4549
Baseline,0.773,0.467,0.4418,0.4541
Baseline,0.774,0.4675,0.4418,0.4543
Baseline,0.774,0.467,0.4407,0.4535
Baseline,0.774,0.4675,0.4407,0.4537
Baseline,0.774,0.4669,0.4397,0.4529
Baseline,0.774,0.4663,0.4387,0.4521
Baseline,0.774,0.4668,0.4387,0.4523
Baseline,0.774,0.4662,0.4376,0.4515
Baseline,0.775,0.4667,0.4376,0.4517
Baseline,0.775,0.4673,0.4376,0.452
Baseline,0.775,0.4678,0.4376,0.4522
Baseline,0.775,0.4672,0.4366,0.4514
Baseline,0.775,0.4677,0.4366,0.4516
Baseline,0.775,0.4682,0.4366,0.4519
Baseline,0.775,0.4676,0.4356,0.451
Baseline,0.775,0.467,0.4345,0.4502
Baseline,0.775,0.4676,0.4345,0.4504
Baseline,0.775,0.467,0.4335,0.4496
Baseline,0.775,0.4664,0.4324,0.4488
Baseline,0.776,0.4658,0.4314,0.4479
Baseline,0.776,0.4663,0.4314,0.4482
Baseline,0.776,0.4657,0.4304,0.4473
Baseline,0.776,0.4651,0.4293,0.4465
Baseline,0.776,0.4645,0.4283,0.4456
Baseline,0.776,0.465,0.4283,0.4459
Baseline,0.776,0.4655,0.4283,0.4461
Baseline,0.776,0.4649,0.4272,0.4453
Baseline,0.776,0.4655,0.4272,0.4455
Baseline,0.776,0.4649,0.4262,0.4447
Baseline,0.776,0.4654,0.4262,0.4449
Baseline,0.776,0.4659,0.4262,0.4452
Baseline,0.776,0.4664,0.4262,0.4454
Baseline,0.777,0.467,0.4262,0.4457
Baseline,0.777,0.4664,0.4252,0.4448
Baseline,0.777,0.4669,0.4252,0.445
Baseline,0.777,0.4674,0.4252,0.4453
Baseline,0.777,0.468,0.4252,0.4455
Baseline,0.778,0.4685,0.4252,0.4458
Baseline,0.778,0.469,0.4252,0.446
Baseline,0.778,0.4696,0.4252,0.4463
Baseline,0.778,0.4701,0.4252,0.4465
Baseline,0.778,0.4695,0.4241,0.4457
Baseline,0.778,0.4689,0.4231,0.4448
Baseline,0.778,0.4683,0.422,0.444
Baseline,0.778,0.4677,0.421,0.4431
Baseline,0.778,0.4671,0.42,0.4423
Baseline,0.778,0.4664,0.4189,0.4414
Baseline,0.778,0.467,0.4189,0.4416
Baseline,0.778,0.4675,0.4189,0.4419
Baseline,0.778,0.4681,0.4189,0.4421
Baseline,0.779,0.4686,0.4189,0.4424
Baseline,0.779,0.468,0.4179,0.4415
Baseline,0.779,0.4685,0.4179,0.4418
Baseline,0.779,0.4679,0.4168,0.4409
Baseline,0.779,0.4685,0.4168,0.4411
Baseline,0.779,0.469,0.4168,0.4414
Baseline,0.779,0.4684,0.4158,0.4405
Baseline,0.779,0.4678,0.4148,0.4397
Baseline,0.779,0.4671,0.4137,0.4388
Baseline,0.779,0.4665,0.4127,0.4379
Baseline,0.779,0.4659,0.4116,0.4371
Baseline,0.779,0.4653,0.4106,0.4362
Baseline,0.779,0.4646,0.4096,0.4354
Baseline,0.779,0.464,0.4085,0.4345
Baseline,0.779,0.4634,0.4075,0.4336
Baseline,0.78,0.4627,0.4064,0.4328
Baseline,0.78,0.4621,0.4054,0.4319
Baseline,0.78,0.4626,0.4054,0.4321
Baseline,0.78,0.462,0.4044,0.4313
Baseline,0.78,0.4625,0.4044,0.4315
Baseline,0.78,0.4631,0.4044,0.4317
Baseline,0.78,0.4625,0.4033,0.4309
Baseline,0.78,0.463,0.4033,0.4311
Baseline,0.78,0.4636,0.4033,0.4314
Baseline,0.781,0.4629,0.4023,0.4305
Baseline,0.781,0.4635,0.4023,0.4307
Baseline,0.781,0.464,0.4023,0.431
Baseline,0.781,0.4646,0.4023,0.4312
Baseline,0.781,0.4651,0.4023,0.4314
Baseline,0.781,0.4645,0.4012,0.4306
Baseline,0.781,0.4639,0.4002,0.4297
Baseline,0.781,0.4644,0.4002,0.4299
Baseline,0.781,0.465,0.4002,0.4302
Baseline,0.781,0.4643,0.3992,0.4293
Baseline,0.781,0.4649,0.3992,0.4295
Baseline,0.781,0.4655,0.3992,0.4298
Baseline,0.782,0.466,0.3992,0.43
Baseline,0.782,0.4654,0.3981,0.4291
Baseline,0.782,0.4659,0.3981,0.4294
Baseline,0.782,0.4653,0.3971,0.4285
Baseline,0.782,0.4659,0.3971,0.4287
Baseline,0.782,0.4652,0.396,0.4278
Baseline,0.782,0.4658,0.396,0.4281
Baseline,0.782,0.4651,0.395,0.4272
Baseline,0.782,0.4657,0.395,0.4274
Baseline,0.782,0.465,0.394,0.4266
Baseline,0.783,0.4644,0.3929,0.4257
Baseline,0.783,0.4649,0.3929,0.4259
Baseline,0.783,0.4655,0.3929,0.4262
Baseline,0.783,0.4661,0.3929,0.4264
Baseline,0.783,0.4654,0.3919,0.4255
Baseline,0.783,0.466,0.3919,0.4257
Baseline,0.783,0.4653,0.3909,0.4249
Baseline,0.784,0.4659,0.3909,0.4251
Baseline,0.784,0.4653,0.3898,0.4242
Baseline,0.784,0.4658,0.3898,0.4244
Baseline,0.784,0.4652,0.3888,0.4236
Baseline,0.784,0.4658,0.3888,0.4238
Baseline,0.784,0.4663,0.3888,0.424
Baseline,0.784,0.4657,0.3877,0.4231
Baseline,0.784,0.4662,0.3877,0.4234
Baseline,0.785,0.4668,0.3877,0.4236
Baseline,0.785,0.4662,0.3867,0.4227
Baseline,0.785,0.4668,0.3867,0.423
Baseline,0.785,0.4661,0.3857,0.4221
Baseline,0.785,0.4654,0.3846,0.4212
Baseline,0.785,0.4647,0.3836,0.4203
Baseline,0.785,0.4653,0.3836,0.4205
Baseline,0.785,0.4646,0.3825,0.4196
Baseline,0.786,0.464,0.3815,0.4187
Baseline,0.786,0.4646,0.3815,0.4189
Baseline,0.786,0.4651,0.3815,0.4192
Baseline,0.786,0.4657,0.3815,0.4194
Baseline,0.786,0.4663,0.3815,0.4197
Baseline,0.786,0.4669,0.3815,0.4199
Baseline,0.786,0.4675,0.3815,0.4201
Baseline,0.786,0.4668,0.3805,0.4192
Baseline,0.787,0.4674,0.3805,0.4195
Baseline,0.787,0.4668,0.3794,0.4186
Baseline,0.787,0.4661,0.3784,0.4177
Baseline,0.787,0.4654,0.3773,0.4168
Baseline,0.787,0.4647,0.3763,0.4159
Baseline,0.787,0.4653,0.3763,0.4161
Baseline,0.787,0.4659,0.3763,0.4163
Baseline,0.787,0.4665,0.3763,0.4166
Baseline,0.788,0.4658,0.3753,0.4157
Baseline,0.788,0.4664,0.3753,0.4159
Baseline,0.788,0.4657,0.3742,0.415
Baseline,0.788,0.4663,0.3742,0.4152
Baseline,0.788,0.4656,0.3732,0.4143
Baseline,0.788,0.4662,0.3732,0.4145
Baseline,0.788,0.4655,0.3721,0.4136
Baseline,0.788,0.4661,0.3721,0.4139
Baseline,0.788,0.4668,0.3721,0.4141
Baseline,0.788,0.4674,0.3721,0.4144
Baseline,0.788,0.4667,0.3711,0.4134
Baseline,0.788,0.466,0.3701,0.4125
Baseline,0.789,0.4666,0.3701,0.4128
Baseline,0.789,0.4659,0.369,0.4118
Baseline,0.789,0.4652,0.368,0.4109
Baseline,0.789,0.4645,0.3669,0.41
Baseline,0.789,0.4638,0.3659,0.4091
Baseline,0.79,0.4644,0.3659,0.4093
Baseline,0.79,0.4637,0.3649,0.4084
Baseline,0.79,0.463,0.3638,0.4075
Baseline,0.79,0.4636,0.3638,0.4077
Baseline,0.79,0.4629,0.3628,0.4068
Baseline,0.79,0.4635,0.3628,0.407
Baseline,0.79,0.4628,0.3617,0.4061
Baseline,0.79,0.4634,0.3617,0.4063
Baseline,0.79,0.4627,0.3607,0.4054
Baseline,0.791,0.4633,0.3607,0.4056
Baseline,0.791,0.4626,0.3597,0.4047
Baseline,0.791,0.4632,0.3597,0.4049
Baseline,0.791,0.4625,0.3586,0.404
Baseline,0.791,0.4617,0.3576,0.403
Baseline,0.791,0.461,0.3565,0.4021
Baseline,0.791,0.4616,0.3565,0.4023
Baseline,0.791,0.4609,0.3555,0.4014
Baseline,0.791,0.4602,0.3545,0.4005
Baseline,0.792,0.4608,0.3545,0.4007
Baseline,0.792,0.4601,0.3534,0.3998
Baseline,0.792,0.4593,0.3524,0.3988
Baseline,0.792,0.46,0.3524,0.3991
Baseline,0.792,0.4606,0.3524,0.3993
Baseline,0.792,0.4612,0.3524,0.3995
Baseline,0.792,0.4619,0.3524,0.3998
Baseline,0.792,0.4611,0.3514,0.3988
Baseline,0.792,0.4604,0.3503,0.3979
Baseline,0.792,0.461,0.3503,0.3981
Baseline,0.793,0.4603,0.3493,0.3972
Baseline,0.793,0.4609,0.3493,0.3974
Baseline,0.793,0.4615,0.3493,0.3976
Baseline,0.793,0.4622,0.3493,0.3979
Baseline,0.793,0.4614,0.3482,0.3969
Baseline,0.793,0.4607,0.3472,0.396
Baseline,0.793,0.4599,0.3462,0.395
Baseline,0.793,0.4592,0.3451,0.3941
Baseline,0.793,0.4584,0.3441,0.3931
Baseline,0.794,0.4577,0.343,0.3922
Baseline,0.794,0.4583,0.343,0.3924
Baseline,0.794,0.459,0.343,0.3926
Baseline,0.794,0.4596,0.343,0.3929
Baseline,0.794,0.4589,0.342,0.3919
Baseline,0.794,0.4595,0.342,0.3921
Baseline,0.794,0.4601,0.342,0.3924
Baseline,0.794,0.4608,0.342,0.3926
Baseline,0.794,0.46,0.341,0.3916
Baseline,0.794,0.4607,0.341,0.3919
Baseline,0.795,0.4613,0.341,0.3921
Baseline,0.795,0.462,0.341,0.3923
Baseline,0.795,0.4612,0.3399,0.3914
Baseline,0.795,0.4619,0.3399,0.3916
Baseline,0.795,0.4625,0.3399,0.3919
Baseline,0.795,0.4618,0.3389,0.3909
Baseline,0.795,0.461,0.3378,0.3899
Baseline,0.795,0.4616,0.3378,0.3902
Baseline,0.795,0.4623,0.3378,0.3904
Baseline,0.795,0.4615,0.3368,0.3894
Baseline,0.795,0.4608,0.3358,0.3885
Baseline,0.795,0.4614,0.3358,0.3887
Baseline,0.795,0.4607,0.3347,0.3877
Baseline,0.796,0.4613,0.3347,0.388
Baseline,0.796,0.4605,0.3337,0.387
Baseline,0.796,0.4612,0.3337,0.3872
Baseline,0.796,0.4619,0.3337,0.3874
Baseline,0.796,0.4625,0.3337,0.3877
Baseline,0.796,0.4618,0.3326,0.3867
Baseline,0.796,0.461,0.3316,0.3857
Baseline,0.796,0.4602,0.3306,0.3848
Baseline,0.796,0.4609,0.3306,0.385
Baseline,0.796,0.4601,0.3295,0.384
Baseline,0.796,0.4593,0.3285,0.383
Baseline,0.797,0.46,0.3285,0.3833
Baseline,0.797,0.4606,0.3285,0.3835
Baseline,0.797,0.4613,0.3285,0.3837
Baseline,0.797,0.4605,0.3274,0.3827
Baseline,0.797,0.4597,0.3264,0.3818
Baseline,0.798,0.4589,0.3254,0.3808
Baseline,0.798,0.4581,0.3243,0.3798
Baseline,0.798,0.4588,0.3243,0.38
Baseline,0.798,0.458,0.3233,0.379
Baseline,0.798,0.4587,0.3233,0.3793
Baseline,0.798,0.4594,0.3233,0.3795
Baseline,0.798,0.4601,0.3233,0.3797
Baseline,0.798,0.4593,0.3222,0.3787
Baseline,0.798,0.4599,0.3222,0.379
Baseline,0.798,0.4591,0.3212,0.378
Baseline,0.798,0.4598,0.3212,0.3782
Baseline,0.798,0.459,0.3202,0.3772
Baseline,0.798,0.4597,0.3202,0.3775
Baseline,0.799,0.4604,0.3202,0.3777
Baseline,0.799,0.4596,0.3191,0.3767
Baseline,0.799,0.4588,0.3181,0.3757
Baseline,0.799,0.4595,0.3181,0.3759
Baseline,0.8,0.4586,0.317,0.3749
Baseline,0.8,0.4593,0.317,0.3752
Baseline,0.8,0.4585,0.316,0.3742
Baseline,0.8,0.4577,0.315,0.3732
Baseline,0.8,0.4584,0.315,0.3734
Baseline,0.8,0.4576,0.3139,0.3724
Baseline,0.8,0.4568,0.3129,0.3714
Baseline,0.8,0.4559,0.3119,0.3704
Baseline,0.8,0.4551,0.3108,0.3694
Baseline,0.8,0.4543,0.3098,0.3684
Baseline,0.8,0.455,0.3098,0.3686
Baseline,0.8,0.4557,0.3098,0.3688
Baseline,0.8,0.4548,0.3087,0.3678
Baseline,0.8,0.454,0.3077,0.3668
Baseline,0.801,0.4531,0.3067,0.3658
Baseline,0.801,0.4523,0.3056,0.3648
Baseline,0.801,0.453,0.3056,0.365
Baseline,0.801,0.4522,0.3046,0.364
Baseline,0.801,0.4529,0.3046,0.3642
Baseline,0.801,0.452,0.3035,0.3632
Baseline,0.801,0.4527,0.3035,0.3634
Baseline,0.801,0.4534,0.3035,0.3636
Baseline,0.801,0.4541,0.3035,0.3639
Baseline,0.802,0.4533,0.3025,0.3628
Baseline,0.802,0.4524,0.3015,0.3618
Baseline,0.802,0.4516,0.3004,0.3608
Baseline,0.802,0.4523,0.3004,0.361
Baseline,0.802,0.453,0.3004,0.3612
Baseline,0.802,0.4537,0.3004,0.3615
Baseline,0.803,0.4528,0.2994,0.3605
Baseline,0.803,0.4535,0.2994,0.3607
Baseline,0.803,0.4527,0.2983,0.3596
Baseline,0.803,0.4518,0.2973,0.3586
Baseline,0.803,0.4525,0.2973,0.3588
Baseline,0.803,0.4517,0.2963,0.3578
Baseline,0.803,0.4508,0.2952,0.3568
Baseline,0.803,0.4515,0.2952,0.357
Baseline,0.803,0.4506,0.2942,0.356
Baseline,0.804,0.4498,0.2931,0.3549
Baseline,0.804,0.4489,0.2921,0.3539
Baseline,0.804,0.448,0.2911,0.3529
Baseline,0.804,0.4487,0.2911,0.3531
Baseline,0.804,0.4478,0.29,0.3521
Baseline,0.804,0.4486,0.29,0.3523
Baseline,0.804,0.4493,0.29,0.3525
Baseline,0.804,0.4484,0.289,0.3515
Baseline,0.804,0.4491,0.289,0.3517
Baseline,0.804,0.4482,0.2879,0.3506
Baseline,0.805,0.4473,0.2869,0.3496
Baseline,0.805,0.4464,0.2859,0.3485
Baseline,0.805,0.4472,0.2859,0.3488
Baseline,0.805,0.4463,0.2848,0.3477
Baseline,0.805,0.4454,0.2838,0.3467
Baseline,0.805,0.4444,0.2827,0.3456
Baseline,0.805,0.4452,0.2827,0.3458
Baseline,0.805,0.4459,0.2827,0.3461
Baseline,0.805,0.4466,0.2827,0.3463
Baseline,0.805,0.4474,0.2827,0.3465
Baseline,0.805,0.4481,0.2827,0.3467
Baseline,0.805,0.4472,0.2817,0.3457
Baseline,0.806,0.4463,0.2807,0.3446
Baseline,0.806,0.4454,0.2796,0.3436
Baseline,0.806,0.4444,0.2786,0.3425
Baseline,0.806,0.4435,0.2775,0.3414
Baseline,0.806,0.4443,0.2775,0.3417
Baseline,0.806,0.4433,0.2765,0.3406
Baseline,0.806,0.4424,0.2755,0.3395
Baseline,0.806,0.4415,0.2744,0.3385
Baseline,0.806,0.4422,0.2744,0.3387
Baseline,0.806,0.4413,0.2734,0.3376
Baseline,0.807,0.4403,0.2723,0.3365
Baseline,0.807,0.4394,0.2713,0.3355
Baseline,0.807,0.4384,0.2703,0.3344
Baseline,0.807,0.4392,0.2703,0.3346
Baseline,0.807,0.4399,0.2703,0.3348
Baseline,0.807,0.4407,0.2703,0.3351
Baseline,0.807,0.4414,0.2703,0.3353
Baseline,0.807,0.4405,0.2692,0.3342
Baseline,0.807,0.4395,0.2682,0.3331
Baseline,0.807,0.4403,0.2682,0.3333
Baseline,0.808,0.441,0.2682,0.3335
Baseline,0.808,0.4401,0.2672,0.3325
Baseline,0.808,0.4408,0.2672,0.3327
Baseline,0.808,0.4416,0.2672,0.3329
Baseline,0.808,0.4423,0.2672,0.3331
Baseline,0.808,0.4414,0.2661,0.332
Baseline,0.808,0.4404,0.2651,0.331
Baseline,0.808,0.4412,0.2651,0.3312
Baseline,0.808,0.4419,0.2651,0.3314
Baseline,0.808,0.4427,0.2651,0.3316
Baseline,0.808,0.4417,0.264,0.3305
